asset_id,kind,pwsid,pws_name,primacy_agency,population_served,service_connections,boundary_method,verification_status,data_source,echo_url,overlapping_systems
site-b5a1aa1f8d,site,MA3031000,BILLERICA WATER WORKS,MA,42119,13758,System Sourced,Verified,https://www.mass.gov/info-details/massgis-data-massdep-estimated-public-drinking-water-system-service-area-boundaries,https://echo.epa.gov/detailed-facility-report?fid=MA3031000&sys=SDWIS,1
site-791d7f3550,site,IL0314400,ELK GROVE VILLAGE,IL,34700,12535,Modeled,,,https://echo.epa.gov/detailed-facility-report?fid=IL0314400&sys=SDWIS,1
site-68794acb43,site,IL0430950,WESTMONT,IL,24161,7021,Modeled,,,https://echo.epa.gov/detailed-facility-report?fid=IL0430950&sys=SDWIS,1
site-64d6946512,site,IL0316000,CHICAGO,IL,2746388,484979,System Sourced,,https://sli.chicagowaterquality.org/,https://echo.epa.gov/detailed-facility-report?fid=IL0316000&sys=SDWIS,1
site-1ed16cd83c,site,TX0430007,CITY OF PLANO,TX,288800,125840,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX0430007&sys=SDWIS,1
site-921fc83208,site,VA6153251,PWCSA - WEST,VA,136409,42896,System Sourced,,https://services2.arcgis.com/9mMyRMFMS5yNDCCd/arcgis/rest/services/Service_Line_Inventory/FeatureServer/0,https://echo.epa.gov/detailed-facility-report?fid=VA6153251&sys=SDWIS,1
site-3a5c13abdd,site,VA6059501,FAIRFAX COUNTY WATER AUTHORITY,VA,1121613,281686,System Sourced,,https://fairfaxwater.maps.arcgis.com/apps/instant/sidebar/index.html?appid=371af69b796b48ce84e63e3aebc5c0fb,https://echo.epa.gov/detailed-facility-report?fid=VA6059501&sys=SDWIS,1
site-e84ecf938d,site,VA6059501,FAIRFAX COUNTY WATER AUTHORITY,VA,1121613,281686,System Sourced,,https://fairfaxwater.maps.arcgis.com/apps/instant/sidebar/index.html?appid=371af69b796b48ce84e63e3aebc5c0fb,https://echo.epa.gov/detailed-facility-report?fid=VA6059501&sys=SDWIS,1
site-5db43b808e,site,CO0203002,ARAPAHOE CNTY WWWA,CO,31000,3951,System Sourced,,https://www.arcgis.com/home/item.html?id=186d23c71dee48fd84e915924c028b70,https://echo.epa.gov/detailed-facility-report?fid=CO0203002&sys=SDWIS,1
site-a6fafbae19,site,CO0203012,INVERNESS WSD,CO,8140,216,System Sourced,,https://www.arcgis.com/home/item.html?id=dc20584fc2d546aab7aaa0018580343b,https://echo.epa.gov/detailed-facility-report?fid=CO0203012&sys=SDWIS,1
site-4ee70ffae5,site,TX0570004,DALLAS WATER UTILITY,TX,1356479,958265,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX0570004&sys=SDWIS,1
site-76591adb57,site,FL4130871,MDWASA - MAIN SYSTEM,FL,2300000,560000,System Sourced,,https://experience.arcgis.com/experience/914132252dbb4639873d02988af59f23/page/english,https://echo.epa.gov/detailed-facility-report?fid=FL4130871&sys=SDWIS,1
site-e270ee9298,site,FL4500130,BOCA RATON WTP,FL,130000,37134,System Sourced,,https://geo-sfwmd.hub.arcgis.com/datasets/sfwmd::current-public-supply-utility-service-areas/about,https://echo.epa.gov/detailed-facility-report?fid=FL4500130&sys=SDWIS,1
site-c454f2798e,site,FL4130871,MDWASA - MAIN SYSTEM,FL,2300000,560000,System Sourced,,https://experience.arcgis.com/experience/914132252dbb4639873d02988af59f23/page/english,https://echo.epa.gov/detailed-facility-report?fid=FL4130871&sys=SDWIS,1
site-0e1c882d16,site,NY7003493,NEW YORK CITY SYSTEM,NY,8271000,727058,System Sourced,,https://water.ny.gov/doh2/applinks/waterqual/#/waterMaps,https://echo.epa.gov/detailed-facility-report?fid=NY7003493&sys=SDWIS,1
site-2cc57598ce,site,NJ0238001,VEOLIA WATER NEW JERSEY HACKENSACK,NJ,792713,193600,System Sourced,,https://rutgers.maps.arcgis.com/home/item.html?id=0cb88cd0315e48f491f2122cb824c158,https://echo.epa.gov/detailed-facility-report?fid=NJ0238001&sys=SDWIS,1
site-0c9528426f,site,WA5377050,SEATTLE PUBLIC UTILITIES,WA,1091904,171515,System Sourced,,https://geo.wa.gov/datasets/WADOH::drinking-water-service-areas/explore,https://echo.epa.gov/detailed-facility-report?fid=WA5377050&sys=SDWIS,1
site-f34c6c23e1,site,WA5338150,KENT WATER DEPARTMENT,WA,157101,35097,System Sourced,,https://geo.wa.gov/datasets/WADOH::drinking-water-service-areas/explore,https://echo.epa.gov/detailed-facility-report?fid=WA5338150&sys=SDWIS,1
site-c6e243b62b,site,CA4310022,GREAT OAKS WC INC,CA,110088,21415,System Sourced,Verified,https://gis.data.ca.gov/datasets/fbba842bf134497c9d611ad506ec48cc/explore,https://echo.epa.gov/detailed-facility-report?fid=CA4310022&sys=SDWIS,2
site-c815392540,site,CA4310012,CITY OF SANTA CLARA,CA,130746,24103,System Sourced,Verified,https://gis.data.ca.gov/datasets/fbba842bf134497c9d611ad506ec48cc/explore,https://echo.epa.gov/detailed-facility-report?fid=CA4310012&sys=SDWIS,2
site-52094c8ae3,site,CA4310014,CITY OF SUNNYVALE,CA,157566,28372,System Sourced,Verified,https://gis.data.ca.gov/datasets/fbba842bf134497c9d611ad506ec48cc/explore,https://echo.epa.gov/detailed-facility-report?fid=CA4310014&sys=SDWIS,2
site-e40e7eb3a1,site,CA4310014,CITY OF SUNNYVALE,CA,157566,28372,System Sourced,Verified,https://gis.data.ca.gov/datasets/fbba842bf134497c9d611ad506ec48cc/explore,https://echo.epa.gov/detailed-facility-report?fid=CA4310014&sys=SDWIS,2
site-c8ec381aaa,site,CA4310009,CITY OF PALO ALTO,CA,67231,19949,System Sourced,Verified,https://gis.data.ca.gov/datasets/fbba842bf134497c9d611ad506ec48cc/explore,https://echo.epa.gov/detailed-facility-report?fid=CA4310009&sys=SDWIS,2
site-29b92f0cf7,site,CA4310011,SAN JOSE WATER,CA,1039920,237130,System Sourced,Not Verified,https://gis.data.ca.gov/datasets/fbba842bf134497c9d611ad506ec48cc/explore,https://echo.epa.gov/detailed-facility-report?fid=CA4310011&sys=SDWIS,2
site-25ab6c1096,site,CT0640011,METROPOLITAN DISTRICT COMMISSION,CT,390887,101735,System Sourced,,https://portal.ct.gov/dph/drinking-water/dws/public-water-supply-map,https://echo.epa.gov/detailed-facility-report?fid=CT0640011&sys=SDWIS,1
site-086d0e78c1,site,WI4051418,LEDGEVIEW TN SANITARY DIST 2,WI,7602,1800,Modeled,,,https://echo.epa.gov/detailed-facility-report?fid=WI4051418&sys=SDWIS,2
site-114b345f9c,site,OH1801212,CLEVELAND PUBLIC WATER SYSTEM,OH,1308955,453705,System Sourced,Not Verified,https://clevelandgis.maps.arcgis.com/apps/instant/sidebar/index.html?appid=4cf4e820059747ecb38bdac89a44895d,https://echo.epa.gov/detailed-facility-report?fid=OH1801212&sys=SDWIS,1
site-362ab60483,site,GA1210001,ATLANTA,GA,1089893,262059,System Sourced,,,https://echo.epa.gov/detailed-facility-report?fid=GA1210001&sys=SDWIS,1
site-4d7ab9aae9,site,TX0430007,CITY OF PLANO,TX,288800,125840,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX0430007&sys=SDWIS,1
site-2dac0d11e5,site,CA0110005,EAST BAY MUD,CA,1442800,392875,System Sourced,Not Verified,https://gis.data.ca.gov/datasets/fbba842bf134497c9d611ad506ec48cc/explore,https://echo.epa.gov/detailed-facility-report?fid=CA0110005&sys=SDWIS,1
site-b7b72be962,site,CA1910134,CALIFORNIA WATER SERVICE CO. - HERM/REDO,CA,96853,26845,System Sourced,Verified,https://gis.data.ca.gov/datasets/fbba842bf134497c9d611ad506ec48cc/explore,https://echo.epa.gov/detailed-facility-report?fid=CA1910134&sys=SDWIS,1
site-82c4ed03d5,site,NY5903442,NEW CASTLE/STANWOOD W.D.,NY,16800,5183,System Sourced,,https://water.ny.gov/doh2/applinks/waterqual/#/waterMaps,https://echo.epa.gov/detailed-facility-report?fid=NY5903442&sys=SDWIS,1
site-f0d1344182,site,CA4310011,SAN JOSE WATER,CA,1039920,237130,System Sourced,Not Verified,https://gis.data.ca.gov/datasets/fbba842bf134497c9d611ad506ec48cc/explore,https://echo.epa.gov/detailed-facility-report?fid=CA4310011&sys=SDWIS,2
site-5b8841225c,site,CA4310012,CITY OF SANTA CLARA,CA,130746,24103,System Sourced,Verified,https://gis.data.ca.gov/datasets/fbba842bf134497c9d611ad506ec48cc/explore,https://echo.epa.gov/detailed-facility-report?fid=CA4310012&sys=SDWIS,2
site-668942f40f,site,TX0430025,CITY OF ALLEN,TX,104870,42113,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX0430025&sys=SDWIS,1
site-48114a547d,site,MA3176000,MEDFORD WATER DEPT. (MWRA),MA,61700,15073,System Sourced,Verified,https://www.mass.gov/info-details/massgis-data-massdep-estimated-public-drinking-water-system-service-area-boundaries,https://echo.epa.gov/detailed-facility-report?fid=MA3176000&sys=SDWIS,1
site-b5ce63b4c2,site,OH1801212,CLEVELAND PUBLIC WATER SYSTEM,OH,1308955,453705,System Sourced,Not Verified,https://clevelandgis.maps.arcgis.com/apps/instant/sidebar/index.html?appid=4cf4e820059747ecb38bdac89a44895d,https://echo.epa.gov/detailed-facility-report?fid=OH1801212&sys=SDWIS,1
site-e9a75b98c9,site,OH2504412,COLUMBUS PUBLIC WATER SYSTEM,OH,1305946,284610,System Sourced,,https://service-line-inventory-columbus.hub.arcgis.com/,https://echo.epa.gov/detailed-facility-report?fid=OH2504412&sys=SDWIS,1
site-273917bf28,site,OH2504412,COLUMBUS PUBLIC WATER SYSTEM,OH,1305946,284610,System Sourced,,https://service-line-inventory-columbus.hub.arcgis.com/,https://echo.epa.gov/detailed-facility-report?fid=OH2504412&sys=SDWIS,1
site-68829122e5,site,IN5229004,CARMEL WATER DEPARTMENT,IN,90434,32885,Modeled,,,https://echo.epa.gov/detailed-facility-report?fid=IN5229004&sys=SDWIS,1
site-012bdd7955,site,TN0000262,GERMANTOWN WATER DEPT,TN,37993,14726,System Sourced,,https://tdec-division-of-water-tdec.hub.arcgis.com/datasets/cc62b90b5775475c94f503cf225c5fd7_0,https://echo.epa.gov/detailed-facility-report?fid=TN0000262&sys=SDWIS,1
site-d7d4964a2c,site,WI2410563,FRANKLIN WATER UTILITY,WI,22500,8333,Modeled,,,https://echo.epa.gov/detailed-facility-report?fid=WI2410563&sys=SDWIS,1
site-4451d6017c,site,MD0300002,CITY OF BALTIMORE,MD,1600000,424600,System Sourced,,Personal Communication,https://echo.epa.gov/detailed-facility-report?fid=MD0300002&sys=SDWIS,1
site-e550c0d03e,site,PA5020038,PITTSBURGH WATER & SEWER AUTH,PA,520000,79034,System Sourced,,https://newdata-padep-1.opendata.arcgis.com/maps/fdf53cdeb2ec42b8a9422569f2e9531b/about,https://echo.epa.gov/detailed-facility-report?fid=PA5020038&sys=SDWIS,1
site-fc03158a59,site,PA5020039,PA AMER WATER CO-PITTSBURGH,PA,686000,215173,System Sourced,,https://newdata-padep-1.opendata.arcgis.com/maps/fdf53cdeb2ec42b8a9422569f2e9531b/about,https://echo.epa.gov/detailed-facility-report?fid=PA5020039&sys=SDWIS,1
site-8c686d965a,site,MD0300002,CITY OF BALTIMORE,MD,1600000,424600,System Sourced,,Personal Communication,https://echo.epa.gov/detailed-facility-report?fid=MD0300002&sys=SDWIS,1
site-5bdac7e496,site,TX0430039,CITY OF MCKINNEY,TX,224043,77058,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX0430039&sys=SDWIS,1
site-61dd43c490,site,TX0210001,CITY OF BRYAN,TX,87816,27272,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX0210001&sys=SDWIS,1
site-e996179c2c,site,TX1010013,CITY OF HOUSTON,TX,2202531,954657,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX1010013&sys=SDWIS,1
site-911af15097,site,IA7707030,ALTOONA WATER SUPPLY,IA,19565,6692,Modeled,,,https://echo.epa.gov/detailed-facility-report?fid=IA7707030&sys=SDWIS,2
site-d52fcb9526,site,IA7707030,ALTOONA WATER SUPPLY,IA,19565,6692,Modeled,,,https://echo.epa.gov/detailed-facility-report?fid=IA7707030&sys=SDWIS,2
site-04d468269e,site,TX2200012,CITY OF FORT WORTH,TX,955900,653251,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX2200012&sys=SDWIS,1
site-45ec248014,site,OH7700011,AKRON CITY PWS,OH,280000,94791,System Sourced,Not Verified,"https://www.akronohio.gov/departments/service/water_supply_bureau/lead_mitigation.php#:~:text=Lead%20Line%20Replacement%20and%20Lead%20Mitigation&text=Due%20to%20these%20efforts%2C%20Akron,remaining%20in%20Akron's%20distribution%20system.",https://echo.epa.gov/detailed-facility-report?fid=OH7700011&sys=SDWIS,1
site-49a32d9a60,site,ID6040021,MONTPELIER CITY OF,ID,2772,1344,Modeled,,,https://echo.epa.gov/detailed-facility-report?fid=ID6040021&sys=SDWIS,1
site-3173730b7d,site,NY7003493,NEW YORK CITY SYSTEM,NY,8271000,727058,System Sourced,,https://water.ny.gov/doh2/applinks/waterqual/#/waterMaps,https://echo.epa.gov/detailed-facility-report?fid=NY7003493&sys=SDWIS,1
site-7f24eff821,site,UTAH18006,WATERPRO INC,UT,28000,4830,System Sourced,,https://dwre-utahdnr.opendata.arcgis.com/datasets/culinarywaterserviceareas/explore,https://echo.epa.gov/detailed-facility-report?fid=UTAH18006&sys=SDWIS,1
site-651b9227c3,site,NV0000090,LAS VEGAS VALLEY WATER DISTRICT,NV,1539277,442502,System Sourced,,,https://echo.epa.gov/detailed-facility-report?fid=NV0000090&sys=SDWIS,1
site-a059f2be3b,site,CA1910245,"SANTA FE SPRINGS - CITY, WATER DEPT.",CA,19219,6165,System Sourced,Pending,https://gis.data.ca.gov/datasets/fbba842bf134497c9d611ad506ec48cc/explore,https://echo.epa.gov/detailed-facility-report?fid=CA1910245&sys=SDWIS,1
site-2f8e841864,site,CA1910067,"LOS ANGELES-CITY, DEPT. OF WATER & POWER",CA,3856043,709623,System Sourced,Verified,https://gis.data.ca.gov/datasets/fbba842bf134497c9d611ad506ec48cc/explore,https://echo.epa.gov/detailed-facility-report?fid=CA1910067&sys=SDWIS,1
site-c09211bd07,site,NE3105507,METROPOLITAN UTILITIES DISTRICT,NE,600000,220882,System Sourced,,https://experience.arcgis.com/experience/0b2b8f5ae71b41e2b483db56eb4ad486,https://echo.epa.gov/detailed-facility-report?fid=NE3105507&sys=SDWIS,1
site-e60c82cf87,site,ME0091300,PORTLAND WATER DISTRICT-GREATER,ME,135068,54027,System Sourced,,https://www.arcgis.com/home/item.html?id=60dd1f5f3cb346e3b83f0277cd2d2975,https://echo.epa.gov/detailed-facility-report?fid=ME0091300&sys=SDWIS,1
site-d68550f285,site,ME0091300,PORTLAND WATER DISTRICT-GREATER,ME,135068,54027,System Sourced,,https://www.arcgis.com/home/item.html?id=60dd1f5f3cb346e3b83f0277cd2d2975,https://echo.epa.gov/detailed-facility-report?fid=ME0091300&sys=SDWIS,1
site-33715e4eae,site,VA6059501,FAIRFAX COUNTY WATER AUTHORITY,VA,1121613,281686,System Sourced,,https://fairfaxwater.maps.arcgis.com/apps/instant/sidebar/index.html?appid=371af69b796b48ce84e63e3aebc5c0fb,https://echo.epa.gov/detailed-facility-report?fid=VA6059501&sys=SDWIS,1
site-5cfff9f0dc,site,CO0103005,AURORA CITY OF,CO,487365,91912,System Sourced,,https://lead-service-cityofaurora.hub.arcgis.com/,https://echo.epa.gov/detailed-facility-report?fid=CO0103005&sys=SDWIS,1
site-385c69eac2,site,CO0203002,ARAPAHOE CNTY WWWA,CO,31000,3951,System Sourced,,https://www.arcgis.com/home/item.html?id=186d23c71dee48fd84e915924c028b70,https://echo.epa.gov/detailed-facility-report?fid=CO0203002&sys=SDWIS,1
site-a0f4ac2d92,site,VA4087125,HENRICO COUNTY WATER SYSTEM,VA,292000,95816,System Sourced,,https://services.arcgis.com/LxWK4CxNTBBlLshT/arcgis/rest/services/Parcel_Lead_Status_Point/FeatureServer/2,https://echo.epa.gov/detailed-facility-report?fid=VA4087125&sys=SDWIS,1
site-e2b4570056,site,UTAH18026,SALT LAKE CITY WATER SYSTEM,UT,381174,86503,System Sourced,,https://dwre-utahdnr.opendata.arcgis.com/datasets/culinarywaterserviceareas/explore,https://echo.epa.gov/detailed-facility-report?fid=UTAH18026&sys=SDWIS,1
site-bba781f10d,site,PA3480046,CITY OF BETHLEHEM,PA,117259,36709,System Sourced,,https://newdata-padep-1.opendata.arcgis.com/maps/fdf53cdeb2ec42b8a9422569f2e9531b/about,https://echo.epa.gov/detailed-facility-report?fid=PA3480046&sys=SDWIS,1
site-dfe54caa2e,site,GA1210005,NORTH FULTON COUNTY,GA,434517,149451,System Sourced,,Fulton County Water Service Lookuphttps://fulcogis.maps.arcgis.com/apps/webappviewer/index.html?id=308db7d1802b4158b97f57fa9cb86a7b,https://echo.epa.gov/detailed-facility-report?fid=GA1210005&sys=SDWIS,1
site-ff77f21e3b,site,GA1350004,GWINNETT CO. DEPT. OF WATER RESOURCES,GA,975000,260400,System Sourced,,https://services3.arcgis.com/RfpmnkSAQleRbndX/arcgis/rest/services/Water_Meters_LCCR_Hosted_Feature_Layer_for_Updates/FeatureServer/0,https://echo.epa.gov/detailed-facility-report?fid=GA1350004&sys=SDWIS,1
site-3d3ce7b130,site,NC0160010,CHARLOTTE WATER,NC,1163701,323527,System Sourced,Verified ,https://www.nconemap.gov/datasets/nconemap::type-a-current-public-water-systems-2004/about,https://echo.epa.gov/detailed-facility-report?fid=NC0160010&sys=SDWIS,1
site-59156a25b5,site,NC0160010,CHARLOTTE WATER,NC,1163701,323527,System Sourced,Verified ,https://www.nconemap.gov/datasets/nconemap::type-a-current-public-water-systems-2004/about,https://echo.epa.gov/detailed-facility-report?fid=NC0160010&sys=SDWIS,1
site-396bf35173,site,OH0900303,BUTLER CO. WATER DISTRICT 2 PWS,OH,116572,43457,System Sourced,Not Verified,https://trinnex.cloud/leadcast/publicMap?tenantName=ButlerCoOH,https://echo.epa.gov/detailed-facility-report?fid=OH0900303&sys=SDWIS,1
site-148d747ff6,site,TX0570004,DALLAS WATER UTILITY,TX,1356479,958265,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX0570004&sys=SDWIS,1
site-01e1e012a3,site,TX0430007,CITY OF PLANO,TX,288800,125840,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX0430007&sys=SDWIS,1
site-eb404b1f84,site,TX0570015,CITY OF RICHARDSON,TX,122615,58307,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX0570015&sys=SDWIS,1
site-0d729cee58,site,CO0116001,DENVER WATER BOARD,CO,1287000,311339,System Sourced,,https://www.arcgis.com/home/item.html?id=186d23c71dee48fd84e915924c028b70,https://echo.epa.gov/detailed-facility-report?fid=CO0116001&sys=SDWIS,1
site-56550cb6b4,site,CO0203002,ARAPAHOE CNTY WWWA,CO,31000,3951,System Sourced,,https://www.arcgis.com/home/item.html?id=186d23c71dee48fd84e915924c028b70,https://echo.epa.gov/detailed-facility-report?fid=CO0203002&sys=SDWIS,1
site-e4e4b7ba52,site,FL4060167,BCWWS 1A,FL,75305,22638,System Sourced,,https://centralbrowardwcd.org/district-map/,https://echo.epa.gov/detailed-facility-report?fid=FL4060167&sys=SDWIS,1
site-03689351e4,site,FL2161328,JEA MAJOR GRID,FL,826664,428439,System Sourced,,https://trinnex.cloud/leadcast/publicMap?tenantName=JEA,https://echo.epa.gov/detailed-facility-report?fid=FL2161328&sys=SDWIS,1
site-dab1f5c587,site,NV0000090,LAS VEGAS VALLEY WATER DISTRICT,NV,1539277,442502,System Sourced,,,https://echo.epa.gov/detailed-facility-report?fid=NV0000090&sys=SDWIS,1
site-dc40184e47,site,NV0000175,NORTH LAS VEGAS UTILITIES,NV,376515,107617,System Sourced,,,https://echo.epa.gov/detailed-facility-report?fid=NV0000175&sys=SDWIS,1
site-c79f8a7b42,site,KY0560258,LOUISVILLE WATER COMPANY,KY,764769,311310,System Sourced,,,https://echo.epa.gov/detailed-facility-report?fid=KY0560258&sys=SDWIS,1
site-72970ec18d,site,KY0560258,LOUISVILLE WATER COMPANY,KY,764769,311310,System Sourced,,,https://echo.epa.gov/detailed-facility-report?fid=KY0560258&sys=SDWIS,1
site-7109592fd5,site,MN1100002,Chaska,MN,26016,7992,System Sourced,,https://maps.umn.edu/LSL/,https://echo.epa.gov/detailed-facility-report?fid=MN1100002&sys=SDWIS,1
site-d575eb2255,site,TN0000069,BRENTWOOD WATER DEPARTMENT,TN,30493,10662,System Sourced,,https://tdec-division-of-water-tdec.hub.arcgis.com/datasets/cc62b90b5775475c94f503cf225c5fd7_0,https://echo.epa.gov/detailed-facility-report?fid=TN0000069&sys=SDWIS,1
site-cd68b622c8,site,TN0000428,MALLORY VALLEY U.D.,TN,30347,10611,System Sourced,,https://tdec-division-of-water-tdec.hub.arcgis.com/datasets/cc62b90b5775475c94f503cf225c5fd7_0,https://echo.epa.gov/detailed-facility-report?fid=TN0000428&sys=SDWIS,1
site-5059dad4bf,site,TN0000247,MILCROFTON UTILITY DISTRICT,TN,38032,13298,System Sourced,,https://tdec-division-of-water-tdec.hub.arcgis.com/datasets/cc62b90b5775475c94f503cf225c5fd7_0,https://echo.epa.gov/detailed-facility-report?fid=TN0000247&sys=SDWIS,2
site-250da19fa3,site,PA1150166,PA AMERICAN ROYERSFORD,PA,48253,17712,System Sourced,,https://newdata-padep-1.opendata.arcgis.com/maps/fdf53cdeb2ec42b8a9422569f2e9531b/about,https://echo.epa.gov/detailed-facility-report?fid=PA1150166&sys=SDWIS,1
site-b0331b7980,site,AZ0407025,PHOENIX CITY OF,AZ,1695000,430118,System Sourced,,https://gisdata2016-11-18t150447874z-azwater.opendata.arcgis.com/datasets/cws-service-area-1/about,https://echo.epa.gov/detailed-facility-report?fid=AZ0407025&sys=SDWIS,1
site-1085c61cb7,site,OR4100665,TUALATIN VALLEY WATER DISTRICT,OR,224600,62160,System Sourced,,Shared by Willamette Water Supply Program,https://echo.epa.gov/detailed-facility-report?fid=OR4100665&sys=SDWIS,1
site-7c2aa4d65b,site,OR4101513,"HILLSBORO, CITY OF",OR,92632,28385,System Sourced,,https://gis.hillsboro-oregon.gov/waterservicelineinventory/,https://echo.epa.gov/detailed-facility-report?fid=OR4101513&sys=SDWIS,1
site-a87d9a7be5,site,UTAH18026,SALT LAKE CITY WATER SYSTEM,UT,381174,86503,System Sourced,,https://dwre-utahdnr.opendata.arcgis.com/datasets/culinarywaterserviceareas/explore,https://echo.epa.gov/detailed-facility-report?fid=UTAH18026&sys=SDWIS,1
site-85c1945e41,site,UTAH18026,SALT LAKE CITY WATER SYSTEM,UT,381174,86503,System Sourced,,https://dwre-utahdnr.opendata.arcgis.com/datasets/culinarywaterserviceareas/explore,https://echo.epa.gov/detailed-facility-report?fid=UTAH18026&sys=SDWIS,1
site-9b1efc8f4d,site,UTAH25016,LINDON CITY,UT,11072,3428,System Sourced,,https://dwre-utahdnr.opendata.arcgis.com/datasets/culinarywaterserviceareas/explore,https://echo.epa.gov/detailed-facility-report?fid=UTAH25016&sys=SDWIS,1
site-c4c99334d7,site,UTAH18027,JORDAN VALLEY WCD,UT,99335,8813,System Sourced,,https://dwre-utahdnr.opendata.arcgis.com/datasets/culinarywaterserviceareas/explore,https://echo.epa.gov/detailed-facility-report?fid=UTAH18027&sys=SDWIS,1
site-cd317c1caa,site,UTAH18020,WEST JORDAN CITY WATER SYSTEM,UT,117025,30738,System Sourced,,https://dwre-utahdnr.opendata.arcgis.com/datasets/culinarywaterserviceareas/explore,https://echo.epa.gov/detailed-facility-report?fid=UTAH18020&sys=SDWIS,1
site-30a657b7c2,site,FL6290327,CITY OF TAMPA WATER DEPARTMENT,FL,733886,143661,System Sourced,,https://services1.arcgis.com/IbNXlmt2RVVRCZ6M/ArcGIS/rest/services/ServiceLine_viewing_469fff81ff5c43559cf4a24d19263539/FeatureServer/0,https://echo.epa.gov/detailed-facility-report?fid=FL6290327&sys=SDWIS,1
site-227c43ebd8,site,FL6290388,HCPUD/NORTHWEST UTILITIES,FL,206485,55270,System Sourced,,https://services.arcgis.com/apTfC6SUmnNfnxuF/arcgis/rest/services/Join_Features_to_ServiceLine_6_view/FeatureServer,https://echo.epa.gov/detailed-facility-report?fid=FL6290388&sys=SDWIS,1
site-635df7f4cf,site,IA5208071,CORALVILLE MUNI WATER SYSTEM,IA,22318,6500,Modeled,,,https://echo.epa.gov/detailed-facility-report?fid=IA5208071&sys=SDWIS,1
site-5ee21e4bef,site,TX1780003,CITY OF CORPUS CHRISTI,TX,318387,105431,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX1780003&sys=SDWIS,1
site-a62179a60b,site,TX0570004,DALLAS WATER UTILITY,TX,1356479,958265,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX0570004&sys=SDWIS,1
site-4819f2860c,site,TX0310002,HARLINGEN WATER WORKS SYSTEM,TX,85900,34155,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX0310002&sys=SDWIS,1
site-6fd184db21,site,CA4310011,SAN JOSE WATER,CA,1039920,237130,System Sourced,Not Verified,https://gis.data.ca.gov/datasets/fbba842bf134497c9d611ad506ec48cc/explore,https://echo.epa.gov/detailed-facility-report?fid=CA4310011&sys=SDWIS,2
site-5bab521b48,site,OR4100100,BEND WATER DEPARTMENT,OR,77704,29071,System Sourced,,https://www.arcgis.com/home/item.html?id=7a08d60af7a04c5ca78cdcf71e8f713b,https://echo.epa.gov/detailed-facility-report?fid=OR4100100&sys=SDWIS,1
site-8e9435789f,site,NY1400399,ECWA AMHERST,NY,80228,29335,System Sourced,,https://water.ny.gov/doh2/applinks/waterqual/#/waterMaps,https://echo.epa.gov/detailed-facility-report?fid=NY1400399&sys=SDWIS,1
site-24b9d7ed8d,site,FL6290327,CITY OF TAMPA WATER DEPARTMENT,FL,733886,143661,System Sourced,,https://services1.arcgis.com/IbNXlmt2RVVRCZ6M/ArcGIS/rest/services/ServiceLine_viewing_469fff81ff5c43559cf4a24d19263539/FeatureServer/0,https://echo.epa.gov/detailed-facility-report?fid=FL6290327&sys=SDWIS,1
site-b1a32f4e3a,site,PR0604086,BAYAMONCITO,PR,536,200,System Sourced,,email,https://echo.epa.gov/detailed-facility-report?fid=PR0604086&sys=SDWIS,1
site-1fc05d77b4,site,OH1801212,CLEVELAND PUBLIC WATER SYSTEM,OH,1308955,453705,System Sourced,Not Verified,https://clevelandgis.maps.arcgis.com/apps/instant/sidebar/index.html?appid=4cf4e820059747ecb38bdac89a44895d,https://echo.epa.gov/detailed-facility-report?fid=OH1801212&sys=SDWIS,1
